symbol,direction,qty,entry_date,exit_date,entry_px,exit_px,entry_ref,anchor_err_pct,gross_pnl,exit_reason,hold_days,return_pct
AMAT,short,429,2019-09-06,2019-09-30,47.36,46.68,47.24,0.245,289.82,TIME_STOP,24,1.43
MU,short,101,2019-09-12,2019-09-30,49.54,41.93,49.22,0.644,768.21,T2_HIT,18,15.35
MU,short,202,2019-09-12,2019-10-01,49.54,42.03,49.22,0.644,1516.73,T3_HIT,19,15.16
WFC,short,122,2019-09-30,2019-10-03,42.39,40.33,42.34,0.116,251.6,T1_HIT,3,4.87
AAPL,short,202,2019-08-01,2019-10-08,51.12,54.18,50.92,0.395,-616.89,STOP_LOSS,68,-5.97
JNJ,short,46,2019-10-17,2019-10-21,112.24,106.22,111.59,0.583,276.84,T1_HIT,4,5.36
MRK,long,241,2019-09-11,2019-10-22,62.81,63.34,62.68,0.209,126.66,POST_T1_STOP,41,0.84
BA,long,16,2019-10-22,2019-10-24,332.14,337.71,327.19,1.514,89.03,T1_HIT,2,1.68
INTC,short,233,2019-07-22,2019-10-28,43.58,49.46,43.8,-0.507,-1370.6,STOP_LOSS,98,-13.5
WFC,short,368,2019-09-30,2019-11-04,42.39,43.9,42.34,0.116,-556.13,POST_T1_STOP,35,-3.57
BAC,short,811,2019-10-17,2019-11-06,25.73,27.82,25.62,0.428,-1694.13,STOP_LOSS,20,-8.12
BA,long,16,2019-10-22,2019-11-06,332.14,354.67,327.19,1.514,360.38,T2_HIT,15,6.78
QCOM,short,277,2019-11-05,2019-11-08,73.27,77.39,73.18,0.129,-1138.73,STOP_LOSS,3,-5.61
BA,long,31,2019-10-22,2019-11-12,332.14,364.32,327.19,1.514,997.53,T3_HIT,21,9.69
LMT,long,16,2019-10-23,2019-11-14,312.01,323.28,311.93,0.026,180.31,T1_HIT,22,3.61
SBUX,long,72,2019-11-06,2019-11-18,70.22,72.16,70.06,0.234,139.18,T1_HIT,12,2.75
JNJ,short,140,2019-10-17,2019-11-19,112.24,111.45,111.59,0.583,110.95,POST_T1_STOP,33,0.71
MSFT,short,150,2019-10-29,2019-11-20,135.48,141.82,135.58,-0.075,-950.84,TIME_STOP,22,-4.68
NKE,long,62,2019-10-29,2019-11-20,82.3,85.25,82.3,-0.003,183.1,T1_HIT,22,3.59
QCOM,short,65,2019-11-08,2019-11-21,77.39,72.92,77.39,-0.006,290.13,T1_HIT,13,5.77
MS,short,507,2019-11-08,2019-12-02,39.6,40.37,39.62,-0.043,-388.04,TIME_STOP,24,-1.93
QCOM,short,65,2019-11-08,2019-12-03,77.39,69.99,77.39,-0.006,480.75,T2_HIT,25,9.56
GOOGL,short,167,2019-07-29,2019-12-10,61.58,66.41,61.71,-0.212,-806.47,STOP_LOSS,134,-7.84
UNH,short,83,2019-11-19,2019-12-11,245.32,249.0,243.26,0.845,-305.52,TIME_STOP,22,-1.5
NKE,long,62,2019-10-29,2019-12-13,82.3,88.49,82.3,-0.003,383.84,T2_HIT,45,7.52
SBUX,long,72,2019-11-06,2019-12-13,70.22,75.68,70.06,0.234,393.01,T2_HIT,37,7.77
LMT,long,50,2019-10-23,2019-12-16,312.01,325.78,311.93,0.026,688.49,POST_T1_STOP,54,4.41
MU,short,413,2019-12-16,2019-12-23,51.45,53.86,49.93,3.041,-994.75,STOP_LOSS,7,-4.68
HON,long,138,2019-12-04,2019-12-27,149.73,152.4,148.5,0.826,369.37,TIME_STOP,23,1.79
NKE,long,123,2019-10-29,2019-12-30,82.3,92.22,82.3,-0.003,1220.62,T3_HIT,62,12.06
MU,short,95,2019-12-23,2019-12-31,53.86,51.59,53.69,0.311,214.92,T1_HIT,8,4.2
UNH,short,80,2019-12-16,2020-01-07,257.65,260.09,255.42,0.873,-195.41,TIME_STOP,22,-0.95
GS,short,105,2019-12-17,2020-01-08,197.52,202.4,195.84,0.859,-512.18,TIME_STOP,22,-2.47
C,short,337,2019-12-17,2020-01-08,61.22,62.39,60.92,0.49,-395.04,TIME_STOP,22,-1.91
SBUX,long,145,2019-11-06,2020-01-14,70.22,78.41,70.06,0.234,1186.7,T3_HIT,69,11.65
MU,short,284,2019-12-23,2020-01-23,53.86,58.83,53.69,0.311,-1412.39,STOP_LOSS,31,-9.23
BA,long,16,2020-01-23,2020-01-27,306.68,314.34,307.17,-0.161,122.63,T1_HIT,4,2.5
GS,short,99,2020-01-08,2020-01-30,202.4,204.13,202.24,0.079,-170.89,TIME_STOP,22,-0.85
AMD,short,102,2020-01-10,2020-01-30,49.26,46.49,48.97,0.592,282.54,T1_HIT,20,5.62
XOM,long,398,2020-01-24,2020-02-04,49.37,45.59,49.54,-0.34,-1503.13,STOP_LOSS,11,-7.65
LLY,short,156,2020-01-14,2020-02-05,128.68,134.04,128.64,0.034,-836.27,TIME_STOP,22,-4.17
SBUX,long,68,2020-01-31,2020-02-06,73.77,75.72,73.81,-0.061,132.64,T1_HIT,6,2.64
WMT,long,574,2020-01-16,2020-02-07,35.16,35.34,35.09,0.189,106.57,TIME_STOP,22,0.53
BA,long,16,2020-01-23,2020-02-07,306.68,338.36,307.17,-0.161,506.9,T2_HIT,15,10.33
AMD,short,308,2020-01-10,2020-02-12,49.26,54.53,48.97,0.592,-1623.16,STOP_LOSS,33,-10.7
BA,long,32,2020-01-23,2020-02-12,306.68,344.37,307.17,-0.161,1206.26,T3_HIT,20,12.29
AMZN,short,198,2020-02-03,2020-02-12,100.53,108.16,100.44,0.09,-1510.74,STOP_LOSS,9,-7.59
META,long,24,2020-01-31,2020-02-19,206.62,216.09,207.71,-0.527,227.44,T1_HIT,19,4.59
MU,short,83,2020-02-13,2020-02-19,57.54,57.12,57.8,-0.445,34.8,T1_HIT,6,0.73
AMAT,short,77,2020-02-14,2020-02-19,63.52,62.81,63.43,0.136,54.41,T1_HIT,5,1.11
CAT,long,168,2020-01-31,2020-02-24,118.23,117.09,119.6,-1.145,-191.48,TIME_STOP,24,-0.96
MU,short,83,2020-02-13,2020-02-25,57.54,53.48,57.8,-0.445,337.51,T2_HIT,12,7.07
AMAT,short,77,2020-02-14,2020-02-25,63.52,58.48,63.43,0.136,387.5,T2_HIT,11,7.92
QQQ,short,23,2020-02-06,2020-02-26,220.25,208.62,219.7,0.249,267.47,T1_HIT,20,5.28
MU,short,165,2020-02-13,2020-02-26,57.54,51.34,57.8,-0.445,1023.31,T3_HIT,13,10.78
AMAT,short,154,2020-02-14,2020-02-26,63.52,56.27,63.43,0.136,1115.36,T3_HIT,12,11.4
QCOM,short,129,2019-11-08,2020-02-28,77.39,63.93,77.39,-0.006,1736.05,T3_HIT,112,17.39
META,long,73,2020-01-31,2020-02-28,206.62,181.11,207.71,-0.527,-1861.94,STOP_LOSS,28,-12.34
SBUX,long,205,2020-01-31,2020-02-28,73.77,65.8,73.81,-0.061,-1633.1,STOP_LOSS,28,-10.8
MRK,long,300,2020-02-06,2020-02-28,66.9,59.63,66.75,0.22,-2179.09,STOP_LOSS,22,-10.86
QQQ,short,23,2020-02-06,2020-02-28,220.25,191.22,219.7,0.249,667.56,T2_HIT,22,13.18
AAPL,long,274,2020-02-25,2020-02-28,72.59,62.05,71.92,0.929,-2887.37,STOP_LOSS,3,-14.52
QQQ,short,45,2020-02-06,2020-03-02,220.25,201.08,219.7,0.249,862.49,T3_HIT,25,8.7
PFE,long,795,2020-02-21,2020-03-02,24.54,23.27,24.6,-0.261,-1009.12,STOP_LOSS,10,-5.17
MSFT,long,121,2020-02-25,2020-03-02,164.81,156.4,161.67,1.94,-1017.68,STOP_LOSS,6,-5.1
AAPL,long,61,2020-03-02,2020-03-03,68.08,73.24,65.93,3.268,314.71,T1_HIT,1,7.58
INTC,long,93,2020-03-02,2020-03-03,49.45,51.44,49.21,0.496,184.66,T1_HIT,1,4.02
HD,long,25,2020-03-02,2020-03-03,187.6,196.17,185.77,0.983,214.26,T1_HIT,1,4.57
JPM,long,47,2020-03-02,2020-03-03,98.09,101.74,97.65,0.446,171.55,T1_HIT,1,3.72
JNJ,long,41,2020-03-02,2020-03-03,112.75,117.12,112.5,0.223,179.04,T1_HIT,1,3.87
AAPL,long,61,2020-03-02,2020-03-04,68.08,71.5,65.93,3.268,208.34,T2_HIT,2,5.02
AMZN,long,49,2020-03-02,2020-03-04,95.32,97.33,94.19,1.204,98.2,T1_HIT,2,2.1
HD,long,25,2020-03-02,2020-03-04,187.6,198.71,185.77,0.983,277.79,T2_HIT,2,5.92
BAC,long,190,2020-03-02,2020-03-04,24.21,24.12,24.33,-0.513,-16.22,T1_HIT,2,-0.35
JPM,long,142,2020-03-02,2020-03-09,98.09,81.21,97.65,0.446,-2395.59,STOP_LOSS,7,-17.2
BAC,long,571,2020-03-02,2020-03-09,24.21,19.1,24.33,-0.513,-2914.47,STOP_LOSS,7,-21.09
INTC,long,280,2020-03-02,2020-03-10,49.45,46.77,49.21,0.496,-752.05,STOP_LOSS,8,-5.43
JPM,long,167,2020-03-09,2020-03-10,81.21,83.26,90.89,-10.645,341.28,STOP_LOSS,1,2.52
CSCO,long,103,2020-03-10,2020-03-11,32.51,32.32,31.44,3.4,-19.62,T1_HIT,1,-0.59
GOOGL,long,275,2020-03-09,2020-03-12,59.72,55.64,64.22,-7.01,-1122.22,STOP_LOSS,3,-6.83
AAPL,long,121,2020-03-02,2020-03-13,68.08,63.89,65.93,3.268,-507.52,STOP_LOSS,11,-6.16
AMZN,long,147,2020-03-02,2020-03-13,95.32,87.75,94.19,1.204,-1113.45,STOP_LOSS,11,-7.95
HD,long,49,2020-03-02,2020-03-13,187.6,172.08,185.77,0.983,-760.05,STOP_LOSS,11,-8.27
CSCO,long,309,2020-03-10,2020-03-13,32.51,29.14,31.44,3.4,-1041.64,STOP_LOSS,3,-10.37
ABBV,long,225,2020-03-10,2020-03-13,68.08,64.35,65.83,3.422,-838.97,STOP_LOSS,3,-5.48
CAT,long,26,2020-03-13,2020-03-16,86.93,78.63,81.51,6.647,-215.7,T1_HIT,3,-9.54
CVX,long,40,2020-03-13,2020-03-16,60.23,54.65,57.43,4.882,-223.22,T1_HIT,3,-9.26
JNJ,long,123,2020-03-02,2020-03-17,112.75,107.54,112.5,0.223,-641.04,STOP_LOSS,15,-4.62
CAT,long,26,2020-03-13,2020-03-17,86.93,84.83,81.51,6.647,-54.67,T2_HIT,4,-2.42
CVX,long,120,2020-03-13,2020-03-17,60.23,53.02,57.43,4.882,-865.78,STOP_LOSS,4,-11.98
KO,long,65,2020-03-17,2020-03-18,37.99,37.05,37.48,1.369,-61.36,T1_HIT,1,-2.48
PG,long,26,2020-03-17,2020-03-18,94.44,95.77,91.94,2.721,34.59,T1_HIT,1,1.41
KO,long,195,2020-03-17,2020-03-19,37.99,36.73,37.48,1.369,-245.45,STOP_LOSS,2,-3.31
PG,long,26,2020-03-17,2020-03-19,94.44,98.81,91.94,2.721,113.69,T2_HIT,2,4.63
MCD,long,62,2020-03-18,2020-03-19,118.95,116.96,127.71,-6.858,-123.36,STOP_LOSS,1,-1.67
BA,long,26,2020-03-18,2020-03-19,99.86,98.8,124.14,-19.559,-27.56,STOP_LOSS,1,-1.06
CAT,long,52,2020-03-13,2020-03-20,86.93,91.11,81.51,6.647,217.31,T3_HIT,7,4.81
GOOGL,long,41,2020-03-19,2020-03-20,53.93,56.05,54.08,-0.272,86.72,T1_HIT,1,3.92
META,long,13,2020-03-19,2020-03-20,145.34,154.66,145.68,-0.231,121.14,T1_HIT,1,6.41
HD,long,42,2020-03-19,2020-03-20,131.49,139.75,133.61,-1.589,346.86,STOP_LOSS,1,6.28
NKE,long,26,2020-03-19,2020-03-20,61.06,65.13,61.97,-1.474,105.85,T1_HIT,1,6.67
C,long,35,2020-03-19,2020-03-20,28.28,32.26,29.05,-2.648,139.25,T1_HIT,1,14.07
META,long,13,2020-03-19,2020-03-23,145.34,148.36,145.68,-0.231,39.18,T2_HIT,4,2.07
NKE,long,26,2020-03-19,2020-03-23,61.06,59.2,61.97,-1.474,-48.31,T2_HIT,4,-3.04
C,long,35,2020-03-19,2020-03-23,28.28,29.94,29.05,-2.648,58.04,T2_HIT,4,5.86
BA,long,6,2020-03-20,2020-03-23,99.85,98.75,97.71,2.19,-6.6,T1_HIT,3,-1.1
PG,long,54,2020-03-17,2020-03-24,94.44,85.78,91.94,2.721,-467.66,STOP_LOSS,7,-9.17
NKE,long,52,2020-03-19,2020-03-24,61.06,59.84,61.97,-1.474,-63.46,STOP_LOSS,5,-2.0
BA,long,6,2020-03-20,2020-03-24,99.85,123.68,97.71,2.19,142.98,T2_HIT,4,23.87
C,long,70,2020-03-19,2020-03-25,28.28,33.73,29.05,-2.648,381.75,T3_HIT,6,19.28
BA,long,13,2020-03-20,2020-03-25,99.85,154.9,97.71,2.19,715.65,T3_HIT,5,55.13
SBUX,long,29,2020-03-24,2020-03-25,54.09,57.73,48.85,10.717,105.72,T1_HIT,1,6.74
SBUX,long,29,2020-03-24,2020-03-26,54.09,57.63,48.85,10.717,102.71,T2_HIT,2,6.55
SBUX,long,59,2020-03-24,2020-03-27,54.09,57.6,48.85,10.717,207.43,T3_HIT,3,6.5
META,long,26,2020-03-19,2020-03-31,145.34,164.04,145.68,-0.231,486.09,T3_HIT,12,12.86
BA,long,6,2020-03-31,2020-04-01,155.0,138.91,152.28,1.786,-96.54,T1_HIT,1,-10.38
BA,long,18,2020-03-31,2020-04-02,155.0,128.51,152.28,1.786,-476.82,STOP_LOSS,2,-17.09
GOOGL,long,41,2020-03-19,2020-04-07,53.93,60.32,54.08,-0.272,261.7,T2_HIT,19,11.83
GOOGL,long,81,2020-03-19,2020-04-15,53.93,61.78,54.08,-0.272,635.44,T3_HIT,27,14.55
NFLX,short,70,2020-04-17,2020-04-20,43.1,43.52,43.92,-1.867,-29.19,T1_HIT,3,-0.97
NFLX,short,70,2020-04-17,2020-04-29,43.1,39.95,43.92,-1.867,220.29,T2_HIT,12,7.3
ABBV,short,219,2020-05-07,2020-05-19,67.79,71.5,66.93,1.284,-813.33,STOP_LOSS,12,-5.48
GE,long,72,2020-05-14,2020-05-19,27.2,30.44,28.02,-2.938,233.45,T1_HIT,5,11.92
MCD,long,26,2020-05-18,2020-05-19,155.77,155.82,150.36,3.598,1.35,T1_HIT,1,0.03
HON,long,27,2020-05-18,2020-05-19,113.75,117.9,109.32,4.057,111.79,T1_HIT,1,3.64
GE,long,72,2020-05-14,2020-05-20,27.2,30.63,28.02,-2.938,247.38,T2_HIT,6,12.63
HON,long,27,2020-05-18,2020-05-21,113.75,119.88,109.32,4.057,165.45,T2_HIT,3,5.39
HD,short,20,2020-05-19,2020-05-21,206.42,203.99,210.63,-1.997,48.59,T1_HIT,2,1.18
GOOGL,short,210,2020-04-30,2020-05-22,65.98,69.58,66.52,-0.807,-754.98,TIME_STOP,22,-5.45
GE,long,144,2020-05-14,2020-05-22,27.2,31.36,28.02,-2.938,599.3,T3_HIT,8,15.3
MCD,long,26,2020-05-18,2020-05-27,155.77,163.28,150.36,3.598,195.24,T2_HIT,9,4.82
HON,long,53,2020-05-18,2020-05-27,113.75,129.32,109.32,4.057,825.12,T3_HIT,9,13.69
META,short,18,2020-05-22,2020-05-28,229.49,222.35,229.38,0.05,128.65,T1_HIT,6,3.11
MCD,long,51,2020-05-18,2020-06-04,155.77,167.49,150.36,3.598,597.49,T3_HIT,17,7.52
JPM,short,38,2020-06-08,2020-06-11,96.37,85.0,94.52,1.956,432.04,T1_HIT,3,11.8
BAC,short,137,2020-06-08,2020-06-11,24.74,21.61,24.32,1.716,427.92,T1_HIT,3,12.63
JPM,short,38,2020-06-08,2020-06-12,96.37,85.58,94.52,1.956,410.08,T2_HIT,4,11.2
BAC,short,137,2020-06-08,2020-06-12,24.74,21.66,24.32,1.716,422.0,T2_HIT,4,12.45
JPM,short,76,2020-06-08,2020-06-15,96.37,81.93,94.52,1.956,1097.21,T3_HIT,7,14.98
BAC,short,275,2020-06-08,2020-06-15,24.74,20.56,24.32,1.716,1149.26,T3_HIT,7,16.89
LLY,long,33,2020-06-16,2020-06-17,146.16,153.56,132.33,10.454,244.07,T1_HIT,1,5.06
LMT,long,14,2020-06-16,2020-06-17,328.67,325.22,317.38,3.558,-48.33,T1_HIT,1,-1.05
LLY,long,33,2020-06-16,2020-06-18,146.16,148.86,132.33,10.454,88.87,T2_HIT,2,1.84
LLY,long,67,2020-06-16,2020-06-19,146.16,151.69,132.33,10.454,370.25,T3_HIT,3,3.78
BA,short,9,2020-06-17,2020-06-19,194.52,197.9,197.77,-1.643,-30.42,T1_HIT,2,-1.74
HD,short,59,2020-05-19,2020-06-22,206.42,212.19,210.63,-1.997,-340.23,POST_T1_STOP,34,-2.79
BA,short,9,2020-06-17,2020-06-23,194.52,189.3,197.77,-1.643,46.98,T2_HIT,6,2.68
PFE,long,697,2020-06-02,2020-06-24,24.62,22.67,24.57,0.207,-1362.04,TIME_STOP,22,-7.94
AAPL,short,217,2020-06-15,2020-06-24,80.6,88.27,81.94,-1.64,-1666.27,STOP_LOSS,9,-9.53
BA,short,18,2020-06-17,2020-06-26,194.52,173.42,197.77,-1.643,379.8,T3_HIT,9,10.85
META,short,56,2020-05-22,2020-06-29,229.49,207.92,229.38,0.05,1207.95,POST_T1_STOP,38,9.4
AMAT,short,66,2020-06-22,2020-06-29,57.39,55.42,57.8,-0.71,130.18,T1_HIT,7,3.44
AAPL,short,48,2020-06-24,2020-06-30,88.27,87.08,88.64,-0.412,57.11,T1_HIT,6,1.35
NFLX,short,140,2020-04-17,2020-07-02,43.1,48.56,43.92,-1.867,-764.96,STOP_LOSS,76,-12.68
LMT,long,41,2020-06-16,2020-07-10,328.67,291.07,317.38,3.558,-1541.87,STOP_LOSS,24,-11.44
AMZN,short,121,2020-07-06,2020-07-10,146.75,159.59,144.51,1.549,-1553.58,STOP_LOSS,4,-8.75
AAPL,short,145,2020-06-24,2020-07-14,88.27,91.75,88.64,-0.412,-503.58,STOP_LOSS,20,-3.93
WFC,long,120,2020-07-15,2020-07-16,21.71,21.65,21.08,3.003,-7.3,T1_HIT,1,-0.28
WFC,long,120,2020-07-15,2020-07-22,21.71,22.71,21.08,3.003,119.95,T2_HIT,7,4.6
GS,short,20,2020-07-16,2020-07-23,185.63,178.32,188.58,-1.562,146.24,T1_HIT,7,3.94
AMAT,short,197,2020-06-22,2020-07-28,57.39,59.3,57.8,-0.71,-375.48,POST_T1_STOP,36,-3.32
GS,short,20,2020-07-16,2020-07-31,185.63,173.75,188.58,-1.562,237.71,T2_HIT,15,6.4
MS,short,94,2020-07-16,2020-07-31,42.64,40.81,42.45,0.458,172.41,T1_HIT,15,4.3
CAT,short,34,2020-07-16,2020-08-03,123.31,118.84,123.36,-0.04,151.85,T1_HIT,18,3.62
CVX,long,62,2020-08-03,2020-08-06,64.17,66.05,64.14,0.054,116.08,T1_HIT,3,2.92
JNJ,short,135,2020-07-16,2020-08-07,125.24,124.26,124.89,0.281,133.05,TIME_STOP,22,0.79
COP,long,100,2020-07-31,2020-08-11,29.91,32.75,30.39,-1.578,284.17,T1_HIT,11,9.5
COP,long,100,2020-07-31,2020-08-12,29.91,32.59,30.39,-1.578,268.02,T2_HIT,12,8.96
CVX,long,62,2020-08-03,2020-08-12,64.17,69.39,64.14,0.054,323.12,T2_HIT,9,8.12
META,short,16,2020-08-10,2020-08-12,265.71,256.72,266.1,-0.148,143.86,T1_HIT,2,3.38
AMZN,short,104,2020-08-03,2020-08-25,159.03,164.75,158.23,0.503,-595.3,TIME_STOP,22,-3.6
META,short,49,2020-08-10,2020-08-27,265.71,297.55,266.1,-0.148,-1560.18,STOP_LOSS,17,-11.98
MS,short,282,2020-07-16,2020-09-01,42.64,43.22,42.45,0.458,-163.6,POST_T1_STOP,47,-1.36
CAT,short,103,2020-07-16,2020-09-01,123.31,127.26,123.36,-0.04,-406.93,POST_T1_STOP,47,-3.2
AAPL,short,140,2020-08-25,2020-09-03,120.85,122.99,121.97,-0.919,-300.19,STOP_LOSS,9,-1.77
WMT,short,90,2020-09-03,2020-09-08,45.23,43.6,45.54,-0.674,146.8,T1_HIT,5,3.61
COP,long,200,2020-07-31,2020-09-09,29.91,28.13,30.39,-1.578,-355.21,STOP_LOSS,40,-5.94
AMAT,long,279,2020-09-08,2020-09-09,54.3,53.86,58.0,-6.383,-122.11,STOP_LOSS,1,-0.81
WMT,short,90,2020-09-03,2020-09-14,45.23,41.98,45.54,-0.674,293.04,T2_HIT,11,7.2
CVX,long,126,2020-08-03,2020-09-16,64.17,59.19,64.14,0.054,-628.67,STOP_LOSS,44,-7.77
HON,short,115,2020-08-28,2020-09-21,145.8,144.48,145.51,0.198,151.22,TIME_STOP,24,0.9
GS,short,42,2020-07-16,2020-09-22,185.63,169.69,188.58,-1.562,669.55,T3_HIT,68,8.59
AMZN,long,24,2020-09-18,2020-09-23,151.59,156.02,150.44,0.762,106.43,T1_HIT,5,2.93
XOM,long,557,2020-09-09,2020-09-24,30.0,26.91,29.87,0.447,-1721.31,STOP_LOSS,15,-10.3
MSFT,long,21,2020-09-21,2020-09-28,187.53,200.55,190.57,-1.596,273.4,T1_HIT,7,6.94
CAT,short,125,2020-09-08,2020-09-30,132.05,132.95,133.11,-0.797,-112.29,TIME_STOP,22,-0.68
UNH,long,15,2020-09-22,2020-10-01,270.44,283.55,271.12,-0.252,196.69,T1_HIT,9,4.85
GOOGL,long,59,2020-09-22,2020-10-02,71.88,72.34,70.88,1.409,27.22,T1_HIT,10,0.64
JPM,long,51,2020-09-22,2020-10-06,81.48,86.66,81.78,-0.37,264.24,T1_HIT,14,6.36
UNH,long,15,2020-09-22,2020-10-08,270.44,293.08,271.12,-0.252,339.68,T2_HIT,16,8.37
AMZN,long,24,2020-09-18,2020-10-12,151.59,167.5,150.44,0.762,381.84,T2_HIT,24,10.5
JPM,long,51,2020-09-22,2020-10-12,81.48,87.55,81.78,-0.37,309.73,T2_HIT,20,7.45
AMZN,long,49,2020-09-18,2020-10-13,151.59,173.4,150.44,0.762,1068.81,T3_HIT,25,14.39
MSFT,long,21,2020-09-21,2020-10-13,187.53,211.81,190.57,-1.596,509.86,T2_HIT,22,12.95
GOOGL,long,59,2020-09-22,2020-10-13,71.88,78.16,70.88,1.409,370.45,T2_HIT,21,8.74
MSFT,long,42,2020-09-21,2020-10-14,187.53,212.07,190.57,-1.596,1030.9,T3_HIT,23,13.09
NKE,short,140,2020-09-24,2020-10-16,115.7,118.51,116.31,-0.526,-393.29,TIME_STOP,22,-2.43
AMAT,short,72,2020-10-14,2020-10-16,61.75,60.66,61.55,0.32,78.09,T1_HIT,2,1.76
GE,short,412,2020-10-12,2020-10-20,33.59,35.68,33.21,1.155,-860.04,STOP_LOSS,8,-6.21
GOOGL,long,117,2020-09-22,2020-10-22,71.88,78.55,70.88,1.409,780.95,T3_HIT,30,9.29
UNH,long,31,2020-09-22,2020-10-26,270.44,295.7,271.12,-0.252,783.19,T3_HIT,34,9.34
INTC,short,89,2020-10-20,2020-10-26,49.0,42.95,48.99,0.027,539.17,T1_HIT,6,12.36
AMAT,short,72,2020-10-14,2020-10-27,61.75,56.88,61.55,0.32,350.73,T2_HIT,13,7.89
QCOM,short,38,2020-10-15,2020-10-27,112.67,111.97,114.95,-1.984,26.57,T1_HIT,12,0.62
INTC,short,89,2020-10-20,2020-10-27,49.0,41.27,48.99,0.027,688.54,T2_HIT,7,15.79
WFC,long,240,2020-07-15,2020-10-28,21.71,18.53,21.08,3.003,-764.07,STOP_LOSS,105,-14.66
INTC,short,179,2020-10-20,2020-10-28,49.0,40.29,48.99,0.027,1559.93,T3_HIT,8,17.78
COP,long,545,2020-10-21,2020-10-28,26.29,23.99,26.63,-1.276,-1251.54,STOP_LOSS,7,-8.73
AMAT,short,144,2020-10-14,2020-10-29,61.75,54.45,61.55,0.32,1050.83,T3_HIT,15,11.82
GOOGL,short,55,2020-10-22,2020-10-29,78.55,75.18,78.6,-0.059,185.3,T1_HIT,7,4.29
XOM,long,172,2020-11-02,2020-11-03,25.93,26.98,25.52,1.597,181.67,T1_HIT,1,4.07
BAC,long,223,2020-10-29,2020-11-04,20.35,20.81,20.45,-0.475,102.98,T1_HIT,6,2.27
CSCO,long,150,2020-10-30,2020-11-04,30.28,31.49,30.35,-0.242,182.43,T1_HIT,5,4.02
HD,long,20,2020-11-02,2020-11-04,234.54,240.27,231.55,1.29,114.77,T1_HIT,2,2.45
GOOGL,short,166,2020-10-22,2020-11-05,78.55,87.74,78.6,-0.059,-1525.71,STOP_LOSS,14,-11.7
GE,short,384,2020-10-29,2020-11-05,37.19,38.59,36.02,3.237,-540.61,STOP_LOSS,7,-3.79
QCOM,short,116,2020-10-15,2020-11-06,112.67,129.23,114.95,-1.984,-1920.91,STOP_LOSS,22,-14.7
HD,long,20,2020-11-02,2020-11-06,234.54,248.93,231.55,1.29,287.89,T2_HIT,4,6.14
JPM,long,102,2020-09-22,2020-11-10,81.48,101.62,81.78,-0.37,2054.82,T3_HIT,49,24.73
BAC,long,223,2020-10-29,2020-11-10,20.35,23.95,20.45,-0.475,802.43,T2_HIT,12,17.68
CSCO,long,150,2020-10-30,2020-11-10,30.28,32.5,30.35,-0.242,332.96,T2_HIT,11,7.33
MCD,long,24,2020-11-02,2020-11-10,189.1,188.99,186.58,1.352,-2.73,T1_HIT,8,-0.06
XOM,long,172,2020-11-02,2020-11-10,25.93,29.69,25.52,1.597,646.44,T2_HIT,8,14.5
BAC,long,446,2020-10-29,2020-11-11,20.35,24.18,20.45,-0.475,1705.89,T3_HIT,13,18.79
XOM,long,343,2020-11-02,2020-11-11,25.93,29.72,25.52,1.597,1300.12,T3_HIT,9,14.62
CSCO,long,300,2020-10-30,2020-11-16,30.28,35.5,30.35,-0.242,1566.57,T3_HIT,17,17.25
MU,short,342,2020-11-10,2020-11-17,53.76,59.48,54.57,-1.486,-1957.62,STOP_LOSS,7,-10.65
AMAT,short,275,2020-11-10,2020-11-20,67.5,73.67,67.84,-0.496,-1695.19,STOP_LOSS,10,-9.13
ABBV,short,237,2020-11-05,2020-11-24,76.66,82.7,75.97,0.905,-1432.69,STOP_LOSS,19,-7.89
COP,short,398,2020-11-19,2020-11-24,31.63,36.02,32.02,-1.203,-1746.62,STOP_LOSS,5,-13.87
GE,short,74,2020-11-25,2020-12-01,51.12,50.15,50.73,0.766,71.85,T1_HIT,6,1.9
SBUX,short,223,2020-11-10,2020-12-02,82.26,86.45,83.75,-1.775,-933.48,TIME_STOP,22,-5.09
MCD,long,73,2020-11-02,2020-12-10,189.1,183.72,186.58,1.352,-392.66,POST_T1_STOP,38,-2.84
GE,short,223,2020-11-25,2020-12-10,51.12,53.79,50.73,0.766,-595.41,STOP_LOSS,15,-5.22
PFE,short,142,2020-12-03,2020-12-15,30.53,29.1,30.4,0.442,203.15,T1_HIT,12,4.69
PFE,short,142,2020-12-03,2020-12-18,30.53,28.31,30.4,0.442,316.36,T2_HIT,15,7.3
INTC,long,102,2020-12-22,2020-12-30,41.81,44.4,41.91,-0.236,263.72,T1_HIT,8,6.18
INTC,long,102,2020-12-22,2021-01-04,41.81,45.1,41.91,-0.236,335.65,T2_HIT,13,7.87
GS,short,80,2020-12-18,2021-01-05,215.81,232.08,214.97,0.393,-1300.92,STOP_LOSS,18,-7.53
IWM,short,97,2020-12-15,2021-01-06,179.58,186.81,177.87,0.962,-701.28,TIME_STOP,22,-4.03
INTC,long,206,2020-12-22,2021-01-07,41.81,46.55,41.91,-0.236,975.84,T3_HIT,16,11.33
MU,short,229,2021-01-06,2021-01-11,74.46,74.69,75.34,-1.166,-51.36,STOP_LOSS,5,-0.3
SBUX,short,192,2020-12-21,2021-01-12,88.83,91.28,90.64,-2.0,-470.1,TIME_STOP,22,-2.76
