symbol,direction,qty,entry_date,exit_date,entry_px,exit_px,entry_ref,anchor_err_pct,gross_pnl,exit_reason,hold_days,return_pct
AAPL,long,22,2024-08-06,2024-08-19,203.36,223.85,207.29,-1.895,450.69,T2_HIT,13,10.07
AMZN,long,42,2024-08-06,2024-08-22,161.71,181.38,161.02,0.429,826.14,T3_HIT,16,12.16
MSFT,long,44,2024-08-01,2024-08-23,413.5,410.5,411.1,0.584,-132.24,TIME_STOP,22,-0.73
LMT,short,35,2024-08-01,2024-08-23,516.14,529.38,514.13,0.391,-463.55,TIME_STOP,22,-2.57
PG,long,29,2024-07-31,2024-09-04,152.36,164.51,153.21,-0.552,352.25,T2_HIT,35,7.97
IWM,short,64,2024-07-15,2024-09-05,210.18,208.95,208.56,0.776,78.28,POST_T1_STOP,52,0.58
CSCO,short,411,2024-08-16,2024-09-09,46.38,46.22,46.28,0.219,66.62,TIME_STOP,24,0.35
NFLX,short,68,2024-08-21,2024-09-09,69.7,67.4,69.85,-0.215,156.4,T1_HIT,19,3.3
PFE,short,530,2024-07-26,2024-09-10,26.33,25.69,25.99,1.296,337.84,POST_T1_STOP,46,2.42
WMT,short,255,2024-08-23,2024-09-16,74.24,79.39,74.23,0.02,-1312.25,TIME_STOP,24,-6.93
MU,long,35,2024-09-13,2024-09-16,87.54,86.69,86.66,1.015,-29.56,T1_HIT,3,-0.96
XOM,long,46,2024-09-12,2024-09-18,103.08,107.03,102.91,0.163,181.64,T1_HIT,6,3.83
CVX,long,37,2024-09-12,2024-09-18,127.22,131.9,126.9,0.252,173.33,T1_HIT,6,3.68
C,long,87,2024-09-12,2024-09-19,54.51,57.88,54.44,0.124,293.44,T1_HIT,7,6.19
C,long,87,2024-09-12,2024-09-20,54.51,59.4,54.44,0.124,425.69,T2_HIT,8,8.98
MU,long,35,2024-09-13,2024-09-24,87.54,94.14,86.66,1.015,230.95,T2_HIT,11,7.54
CVX,long,37,2024-09-12,2024-09-25,127.22,135.24,126.9,0.252,296.94,T2_HIT,13,6.31
MU,long,70,2024-09-13,2024-09-27,87.54,109.81,86.66,1.015,1558.9,T3_HIT,14,25.44
MCD,short,69,2024-09-09,2024-10-01,278.27,292.17,277.77,0.181,-958.62,TIME_STOP,22,-4.99
MU,short,33,2024-09-27,2024-10-01,109.81,102.75,109.19,0.567,232.84,T1_HIT,4,6.43
XOM,long,46,2024-09-12,2024-10-02,103.08,114.36,102.91,0.163,519.03,T2_HIT,20,10.95
MU,short,33,2024-09-27,2024-10-02,109.81,99.96,109.19,0.567,324.99,T2_HIT,5,8.97
XOM,long,92,2024-09-12,2024-10-04,103.08,115.55,102.91,0.163,1147.64,T3_HIT,22,12.1
NFLX,short,204,2024-08-21,2024-10-08,69.7,70.39,69.85,-0.215,-140.35,POST_T1_STOP,48,-0.99
HD,short,52,2024-09-18,2024-10-09,367.55,401.92,366.74,0.221,-1786.91,STOP_LOSS,21,-9.35
C,long,174,2024-09-12,2024-10-10,54.51,60.81,54.44,0.124,1096.06,T3_HIT,28,11.56
QQQ,short,40,2024-09-20,2024-10-14,477.48,491.31,478.34,-0.179,-553.27,TIME_STOP,24,-2.9
AAPL,long,43,2024-08-06,2024-10-16,203.36,229.68,207.29,-1.895,1131.64,T3_HIT,71,12.94
MSFT,short,11,2024-10-31,2024-11-01,408.9,402.65,425.8,-3.969,68.76,T1_HIT,1,1.53
CVX,long,75,2024-09-12,2024-11-04,127.22,142.12,126.9,0.252,1117.53,T3_HIT,53,11.71
BAC,short,486,2024-10-16,2024-11-07,40.58,43.31,40.52,0.16,-1322.42,STOP_LOSS,22,-6.7
GS,short,38,2024-10-17,2024-11-07,513.08,569.83,511.74,0.261,-2156.53,STOP_LOSS,21,-11.06
UNH,long,9,2024-10-18,2024-11-07,543.75,574.3,542.97,0.145,274.89,T1_HIT,20,5.62
HON,long,25,2024-10-30,2024-11-07,194.18,206.05,195.63,-0.741,296.8,T1_HIT,8,6.11
UNH,long,9,2024-10-18,2024-11-11,543.75,591.77,542.97,0.145,432.1,T2_HIT,24,8.83
HD,long,12,2024-11-07,2024-11-11,374.16,390.21,371.65,0.676,192.57,T1_HIT,4,4.29
HON,long,25,2024-10-30,2024-11-12,194.18,227.34,195.63,-0.741,828.91,T2_HIT,13,17.08
HON,long,49,2024-10-30,2024-11-13,194.18,223.2,195.63,-0.741,1421.76,T3_HIT,14,14.94
KO,long,305,2024-10-24,2024-11-14,64.36,60.04,64.7,-0.532,-1317.27,STOP_LOSS,21,-6.71
MCD,long,69,2024-10-24,2024-11-15,286.99,285.65,286.47,0.183,-92.69,TIME_STOP,22,-0.47
MU,short,66,2024-09-27,2024-11-18,109.81,96.05,109.19,0.567,907.82,T3_HIT,52,12.53
MRK,long,55,2024-11-18,2024-11-22,90.99,94.54,90.75,0.264,195.39,T1_HIT,4,3.9
HD,long,12,2024-11-07,2024-11-25,374.16,406.7,371.65,0.676,390.43,T2_HIT,18,8.7
AAPL,long,22,2024-11-04,2024-11-26,219.16,231.65,221.06,-0.861,274.83,T1_HIT,22,5.7
HD,long,26,2024-11-07,2024-11-27,374.16,412.3,371.65,0.676,991.66,T3_HIT,20,10.19
PG,long,58,2024-07-31,2024-11-29,152.36,170.31,153.21,-0.552,1040.86,T3_HIT,121,11.78
C,short,286,2024-11-07,2024-12-02,65.37,68.3,66.17,-1.206,-838.87,TIME_STOP,25,-4.49
MSFT,short,34,2024-10-31,2024-12-03,408.9,424.0,425.8,-3.969,-513.46,POST_T1_STOP,33,-3.69
AAPL,long,22,2024-11-04,2024-12-03,219.16,238.08,221.06,-0.861,416.36,T2_HIT,29,8.64
HON,short,22,2024-11-13,2024-12-04,223.2,217.04,222.16,0.466,135.41,T1_HIT,21,2.76
WMT,short,234,2024-11-20,2024-12-04,85.05,91.77,85.05,-0.003,-1574.17,STOP_LOSS,14,-7.91
MU,long,45,2024-12-02,2024-12-04,97.1,100.25,97.45,-0.36,141.92,T1_HIT,2,3.25
JPM,short,84,2024-11-14,2024-12-06,234.07,237.24,232.85,0.524,-266.03,TIME_STOP,22,-1.35
MRK,long,55,2024-11-18,2024-12-06,90.99,97.63,90.75,0.264,365.38,T2_HIT,18,7.3
AAPL,long,45,2024-11-04,2024-12-12,219.16,245.11,221.06,-0.861,1167.95,T3_HIT,38,11.84
UNH,long,18,2024-10-18,2024-12-13,543.75,496.53,542.97,0.145,-850.07,STOP_LOSS,56,-8.69
MU,long,45,2024-12-02,2024-12-17,97.1,109.19,97.45,-0.36,543.94,T2_HIT,15,12.45
MU,long,91,2024-12-02,2024-12-18,97.1,109.68,97.45,-0.36,1145.24,T3_HIT,16,12.96
NFLX,short,220,2024-12-06,2024-12-30,91.52,89.45,91.79,-0.291,455.84,TIME_STOP,24,2.26
BA,short,28,2024-12-23,2024-12-31,178.12,177.54,177.35,0.434,16.24,T1_HIT,8,0.33
HON,short,66,2024-11-13,2025-01-03,223.2,215.69,222.16,0.466,495.68,POST_T1_STOP,51,3.36
XOM,long,188,2024-12-12,2025-01-03,105.52,102.13,105.83,-0.29,-638.22,TIME_STOP,22,-3.22
LMT,long,41,2024-12-13,2025-01-06,475.74,459.59,476.71,-0.203,-662.03,TIME_STOP,24,-3.39
NVDA,short,32,2025-01-07,2025-01-08,152.8,142.37,149.21,2.407,333.9,T1_HIT,1,6.83
CVX,long,144,2024-12-18,2025-01-10,137.38,142.63,137.7,-0.234,756.43,TIME_STOP,23,3.82
NVDA,short,32,2025-01-07,2025-01-13,152.8,129.8,149.21,2.407,736.18,T2_HIT,6,15.06
NVDA,short,62,2025-01-07,2025-01-14,152.8,135.85,149.21,2.407,1051.19,T3_HIT,7,11.1
C,short,289,2025-01-07,2025-01-16,70.84,74.6,69.72,1.6,-1088.67,STOP_LOSS,9,-5.32
NVDA,long,29,2025-01-14,2025-01-17,135.85,136.49,133.03,2.118,18.53,T1_HIT,3,0.47
NVDA,long,29,2025-01-14,2025-01-23,135.85,144.83,133.03,2.118,260.61,T2_HIT,9,6.62
INTC,short,210,2025-01-22,2025-01-27,21.73,20.81,21.77,-0.184,193.2,T1_HIT,5,4.23
NVDA,long,59,2025-01-14,2025-01-28,135.85,121.63,133.03,2.118,-838.91,STOP_LOSS,14,-10.47
AMAT,short,28,2025-01-17,2025-01-28,190.41,171.42,183.98,3.494,531.76,T1_HIT,11,9.97
AAPL,long,23,2025-01-22,2025-01-28,218.21,229.19,221.04,-1.282,252.55,T1_HIT,6,5.03
AMAT,short,28,2025-01-17,2025-01-29,190.41,177.58,183.98,3.494,359.11,T2_HIT,12,6.74
INTC,short,210,2025-01-22,2025-01-29,21.73,19.87,21.77,-0.184,390.6,T2_HIT,7,8.56
BA,short,83,2024-12-23,2025-01-30,178.12,174.59,177.35,0.434,292.99,POST_T1_STOP,38,1.98
BAC,short,461,2025-01-08,2025-01-30,44.38,45.55,44.55,-0.386,-539.32,TIME_STOP,22,-2.64
AAPL,long,23,2025-01-22,2025-01-31,218.21,245.41,221.04,-1.282,625.66,T2_HIT,9,12.47
INTC,short,419,2025-01-22,2025-02-04,21.73,19.1,21.77,-0.184,1101.97,T3_HIT,13,12.1
NVDA,long,91,2025-01-30,2025-02-04,122.92,116.79,123.52,-0.489,-557.91,STOP_LOSS,5,-4.99
MRK,long,109,2024-11-18,2025-02-05,90.99,85.86,90.75,0.264,-559.41,STOP_LOSS,79,-5.64
JPM,short,82,2025-01-17,2025-02-07,246.65,269.1,246.78,-0.051,-1840.79,STOP_LOSS,21,-9.1
MRK,long,238,2025-02-05,2025-02-18,85.86,77.06,86.19,-0.386,-2093.36,STOP_LOSS,13,-10.24
AMD,long,34,2025-02-06,2025-02-21,110.93,114.85,112.01,-0.964,133.28,T1_HIT,15,3.53
META,short,30,2025-01-31,2025-02-24,687.6,682.9,683.62,0.582,140.9,TIME_STOP,24,0.68
SBUX,short,200,2025-01-31,2025-02-24,104.29,108.07,104.29,-0.003,-755.79,TIME_STOP,24,-3.62
AAPL,long,45,2025-01-22,2025-02-26,218.21,242.84,221.04,-1.282,1108.35,T3_HIT,35,11.29
HD,long,14,2025-02-25,2025-02-26,370.36,380.21,367.88,0.675,137.91,T1_HIT,1,2.66
WMT,long,54,2025-02-25,2025-02-26,92.86,96.16,92.19,0.731,178.05,T1_HIT,1,3.55
AMAT,short,55,2025-01-17,2025-02-28,190.41,155.54,183.98,3.494,1918.02,T3_HIT,42,18.31
AMD,long,101,2025-02-06,2025-02-28,110.93,99.56,112.01,-0.964,-1148.37,STOP_LOSS,22,-10.25
COP,long,213,2025-02-07,2025-03-03,94.63,95.1,94.51,0.125,100.61,TIME_STOP,24,0.5
UNH,long,10,2025-02-24,2025-03-07,449.38,465.9,449.13,0.056,165.14,T1_HIT,11,3.67
MS,long,162,2025-02-26,2025-03-07,125.63,114.38,124.85,0.626,-1822.83,STOP_LOSS,9,-8.96
CSCO,short,320,2025-02-14,2025-03-10,61.71,61.41,61.76,-0.08,95.96,TIME_STOP,24,0.49
META,long,29,2025-03-05,2025-03-11,637.85,592.12,636.85,0.157,-1326.0,STOP_LOSS,6,-7.17
WMT,long,164,2025-02-25,2025-03-13,92.86,83.6,92.19,0.731,-1518.94,STOP_LOSS,16,-9.97
PG,short,27,2025-03-11,2025-03-13,168.6,160.8,169.01,-0.245,210.48,T1_HIT,2,4.62
HD,long,40,2025-02-25,2025-03-14,370.36,339.46,367.88,0.675,-1236.14,STOP_LOSS,17,-8.34
IWM,long,95,2025-02-26,2025-03-14,212.77,197.19,212.13,0.303,-1480.02,STOP_LOSS,16,-7.32
C,long,60,2025-03-11,2025-03-18,64.95,67.53,65.06,-0.175,155.2,T1_HIT,7,3.98
UNH,long,10,2025-02-24,2025-03-19,449.38,488.4,449.13,0.056,390.17,T2_HIT,23,8.68
ABBV,short,104,2025-02-26,2025-03-20,193.98,202.96,194.5,-0.267,-933.44,TIME_STOP,22,-4.63
C,long,60,2025-03-11,2025-03-21,64.95,68.8,65.06,-0.175,231.06,T2_HIT,10,5.93
BAC,long,122,2025-03-07,2025-03-25,40.19,42.18,40.09,0.256,242.15,T1_HIT,18,4.94
JNJ,short,29,2025-03-11,2025-03-26,160.94,155.18,161.43,-0.301,167.21,T1_HIT,15,3.58
UNH,long,20,2025-02-24,2025-03-27,449.38,499.28,449.13,0.056,997.92,T3_HIT,31,11.1
AMZN,long,96,2025-03-05,2025-03-27,204.8,200.89,203.8,0.491,-375.36,TIME_STOP,22,-1.91
HD,long,14,2025-03-24,2025-03-28,343.3,351.57,339.94,0.989,115.74,T1_HIT,4,2.41
JNJ,short,29,2025-03-11,2025-04-02,160.94,148.25,161.43,-0.301,368.2,T2_HIT,22,7.89
BAC,long,365,2025-03-07,2025-04-04,40.19,34.34,40.09,0.256,-2137.86,STOP_LOSS,28,-14.57
AMAT,long,114,2025-03-24,2025-04-04,153.77,127.67,150.42,2.224,-2974.9,STOP_LOSS,11,-16.97
C,long,122,2025-03-11,2025-04-07,64.95,54.2,65.06,-0.175,-1310.56,STOP_LOSS,27,-16.54
CSCO,long,330,2025-03-24,2025-04-07,59.05,51.98,58.33,1.234,-2331.62,STOP_LOSS,14,-11.97
LLY,long,23,2025-03-28,2025-04-07,811.41,690.62,813.06,-0.203,-2778.21,STOP_LOSS,10,-14.89
JNJ,short,57,2025-03-11,2025-04-08,160.94,147.84,161.43,-0.301,746.74,T3_HIT,28,8.14
PG,short,27,2025-03-11,2025-04-08,168.6,155.63,169.01,-0.245,350.02,T2_HIT,28,7.69
MSFT,long,51,2025-04-01,2025-04-08,370.3,363.99,371.03,-0.196,-322.11,STOP_LOSS,7,-1.71
IWM,long,24,2025-04-07,2025-04-08,172.05,183.27,178.83,-3.79,269.33,T1_HIT,1,6.52
AMD,long,105,2025-04-08,2025-04-09,86.15,79.22,83.64,3.001,-727.65,STOP_LOSS,1,-8.04
NKE,long,48,2025-04-08,2025-04-09,56.82,51.51,53.77,5.677,-254.79,T1_HIT,1,-9.34
GS,long,6,2025-04-08,2025-04-09,476.24,440.26,454.06,4.885,-215.9,T1_HIT,1,-7.56
CAT,long,13,2025-04-07,2025-04-10,271.23,291.56,283.1,-4.192,264.2,T1_HIT,3,7.49
CSCO,long,80,2025-04-08,2025-04-10,53.31,56.31,52.99,0.602,239.96,T1_HIT,2,5.63
GS,long,6,2025-04-08,2025-04-10,476.24,490.73,454.06,4.885,86.91,T2_HIT,2,3.04
AAPL,long,13,2025-04-11,2025-04-14,184.96,210.15,189.26,-2.271,327.41,T1_HIT,3,13.62
AAPL,long,13,2025-04-11,2025-04-15,184.96,200.63,189.26,-2.271,203.63,T2_HIT,4,8.47
GS,long,10,2025-04-08,2025-04-24,476.24,514.14,454.06,4.885,378.94,T3_HIT,16,7.96
HD,long,42,2025-03-24,2025-04-29,343.3,344.53,339.94,0.989,51.64,POST_T1_STOP,36,0.36
CAT,long,13,2025-04-07,2025-04-29,271.23,301.18,283.1,-4.192,389.25,T2_HIT,22,11.04
IWM,long,24,2025-04-07,2025-04-29,172.05,191.94,178.83,-3.79,477.31,T2_HIT,22,11.56
AAPL,long,25,2025-04-11,2025-05-01,184.96,207.8,189.26,-2.271,570.99,T3_HIT,20,12.35
CAT,long,27,2025-04-07,2025-05-05,271.23,315.38,283.1,-4.192,1191.83,T3_HIT,28,16.27
CSCO,long,80,2025-04-08,2025-05-05,53.31,57.46,52.99,0.602,331.89,T2_HIT,27,7.78
SBUX,long,40,2025-05-01,2025-05-05,77.64,80.8,77.0,0.83,126.59,T1_HIT,4,4.08
NKE,long,48,2025-04-08,2025-05-09,56.82,57.18,53.77,5.677,17.17,T2_HIT,31,0.63
IWM,long,48,2025-04-07,2025-05-13,172.05,206.21,178.83,-3.79,1639.67,T3_HIT,36,19.85
CSCO,long,162,2025-04-08,2025-05-13,53.31,60.07,52.99,0.602,1094.89,T3_HIT,35,12.68
NKE,long,98,2025-04-08,2025-05-13,56.82,60.54,53.77,5.677,363.85,T3_HIT,35,6.53
SBUX,long,40,2025-05-01,2025-05-13,77.64,82.6,77.0,0.83,198.55,T2_HIT,12,6.39
UNH,long,7,2025-05-16,2025-05-19,270.09,294.73,265.31,1.801,172.48,T1_HIT,3,9.12
MSFT,short,42,2025-05-02,2025-05-20,426.73,451.13,420.46,1.491,-1024.8,STOP_LOSS,18,-5.72
UNH,long,7,2025-05-16,2025-05-20,270.09,310.35,265.31,1.801,281.81,T2_HIT,4,14.91
UNH,long,14,2025-05-16,2025-05-21,270.09,291.08,265.31,1.801,293.93,T3_HIT,5,7.77
AMZN,short,19,2025-05-13,2025-05-22,211.08,201.38,208.64,1.169,184.3,T1_HIT,9,4.6
KO,long,68,2025-05-13,2025-06-02,67.2,69.55,67.14,0.083,160.21,T1_HIT,20,3.51
MU,short,142,2025-05-13,2025-06-04,92.31,102.12,92.06,0.277,-1392.31,STOP_LOSS,22,-10.62
GS,short,31,2025-05-13,2025-06-04,578.71,593.53,576.8,0.331,-459.55,TIME_STOP,22,-2.56
COP,long,56,2025-06-02,2025-06-05,83.7,83.5,82.06,1.997,-11.31,T1_HIT,3,-0.24
SBUX,long,81,2025-05-01,2025-06-09,77.64,86.29,77.0,0.83,701.04,T3_HIT,39,11.15
XOM,long,47,2025-06-02,2025-06-11,99.9,103.76,98.5,1.419,181.47,T1_HIT,9,3.87
MU,short,154,2025-06-06,2025-06-11,107.81,115.31,106.02,1.684,-1155.14,STOP_LOSS,5,-6.96
COP,long,56,2025-06-02,2025-06-12,83.7,89.13,82.06,1.997,304.22,T2_HIT,10,6.49
GOOGL,short,106,2025-05-23,2025-06-16,168.38,174.23,170.18,-1.061,-620.92,TIME_STOP,24,-3.48
XOM,long,47,2025-06-02,2025-06-16,99.9,107.67,98.5,1.419,365.21,T2_HIT,14,7.78
COP,long,113,2025-06-02,2025-06-16,83.7,92.42,82.06,1.997,985.46,T3_HIT,14,10.42
LMT,long,10,2025-06-12,2025-06-16,445.3,469.35,444.61,0.155,240.51,T1_HIT,4,5.4
XOM,long,93,2025-06-02,2025-06-18,99.9,110.35,98.5,1.419,972.48,T3_HIT,16,10.47
AMZN,short,57,2025-05-13,2025-06-23,211.08,209.79,208.64,1.169,73.53,POST_T1_STOP,41,0.61
AMD,short,130,2025-06-18,2025-06-25,128.01,140.94,127.1,0.716,-1680.9,STOP_LOSS,7,-10.1
GOOGL,long,28,2025-06-24,2025-06-26,166.45,171.94,164.72,1.047,153.84,T1_HIT,2,3.3
GOOGL,long,28,2025-06-24,2025-06-30,166.45,180.27,164.72,1.047,386.98,T2_HIT,6,8.3
KO,long,206,2025-05-13,2025-07-01,67.2,69.03,67.14,0.083,378.88,POST_T1_STOP,49,2.74
MCD,long,60,2025-06-10,2025-07-02,292.9,291.02,297.56,-1.565,-113.06,TIME_STOP,22,-0.64
CVX,short,133,2025-06-11,2025-07-03,137.2,140.67,136.4,0.584,-461.9,TIME_STOP,22,-2.53
JPM,short,68,2025-06-23,2025-07-07,268.6,289.71,268.54,0.023,-1435.14,STOP_LOSS,14,-7.86
CSCO,short,287,2025-06-20,2025-07-14,64.75,66.45,64.12,0.985,-488.53,TIME_STOP,24,-2.63
PG,short,55,2025-03-11,2025-07-15,168.6,148.16,169.01,-0.245,1123.98,T3_HIT,126,12.12
LMT,long,31,2025-06-12,2025-07-15,445.3,460.86,444.61,0.155,482.37,POST_T1_STOP,33,3.49
QCOM,short,29,2025-06-30,2025-07-17,155.12,149.84,155.27,-0.096,153.08,T1_HIT,17,3.4
GOOGL,long,55,2025-06-24,2025-07-21,166.45,185.72,164.72,1.047,1060.13,T3_HIT,27,11.58
AMD,short,27,2025-07-16,2025-07-23,155.31,156.32,155.61,-0.193,-27.27,T1_HIT,7,-0.65
AMD,short,81,2025-07-16,2025-07-29,155.31,175.21,155.61,-0.193,-1611.9,STOP_LOSS,13,-12.81
QCOM,short,29,2025-06-30,2025-08-01,155.12,143.44,155.27,-0.096,338.83,T2_HIT,32,7.53
AMD,short,25,2025-07-30,2025-08-04,175.61,174.61,177.44,-1.031,25.0,T1_HIT,5,0.57
AMD,short,25,2025-07-30,2025-08-07,175.61,166.84,177.44,-1.031,219.25,T2_HIT,8,4.99
AMAT,long,25,2025-08-01,2025-08-12,175.13,184.18,178.56,-1.923,226.34,T1_HIT,11,5.17
IWM,long,22,2025-08-04,2025-08-13,214.32,225.91,212.71,0.759,254.97,T1_HIT,9,5.41
GOOGL,short,94,2025-07-25,2025-08-18,191.43,203.62,191.62,-0.097,-1145.41,TIME_STOP,24,-6.37
AMAT,long,76,2025-08-01,2025-08-18,175.13,160.46,178.56,-1.923,-1114.67,STOP_LOSS,17,-8.37
META,short,6,2025-08-01,2025-08-21,758.24,742.28,770.91,-1.643,95.81,T1_HIT,20,2.11
MU,short,33,2025-08-12,2025-08-21,124.5,116.81,123.52,0.794,253.69,T1_HIT,9,6.17
UNH,short,13,2025-08-19,2025-08-21,300.84,294.41,300.44,0.134,83.69,T1_HIT,2,2.14
IWM,long,22,2025-08-04,2025-08-25,214.32,231.73,212.71,0.759,383.0,T2_HIT,21,8.12
XOM,long,44,2025-08-06,2025-08-25,104.29,107.78,103.26,0.996,153.45,T1_HIT,19,3.34
XOM,long,44,2025-08-06,2025-09-02,104.29,110.96,103.26,0.996,293.7,T2_HIT,27,6.4
AMD,short,50,2025-07-30,2025-09-08,175.61,151.8,177.44,-1.031,1190.5,T3_HIT,40,13.56
MU,short,100,2025-08-12,2025-09-10,124.5,139.8,123.52,0.794,-1529.55,STOP_LOSS,29,-12.29
UNH,short,39,2025-08-19,2025-09-10,300.84,336.55,300.44,0.134,-1392.45,STOP_LOSS,22,-11.87
NVDA,long,27,2025-09-03,2025-09-11,170.83,179.45,170.55,0.166,232.7,T1_HIT,8,5.05
IWM,long,42,2025-08-04,2025-09-12,214.32,237.73,212.71,0.759,983.09,T3_HIT,39,10.92
MU,short,127,2025-09-11,2025-09-12,147.48,153.3,139.78,5.511,-739.22,STOP_LOSS,1,-3.95
MU,short,108,2025-09-12,2025-09-19,153.3,162.49,150.33,1.978,-992.01,STOP_LOSS,7,-5.99
META,short,17,2025-08-01,2025-09-22,758.24,779.82,770.91,-1.643,-366.81,POST_T1_STOP,52,-2.85
NVDA,long,27,2025-09-03,2025-09-23,170.83,181.74,170.55,0.166,294.46,T2_HIT,20,6.38
QCOM,short,58,2025-06-30,2025-09-24,155.12,166.5,155.27,-0.096,-660.17,STOP_LOSS,86,-7.34
AAPL,short,74,2025-09-17,2025-09-24,238.09,254.28,237.27,0.346,-1198.07,STOP_LOSS,7,-6.8
MU,short,24,2025-09-24,2025-09-25,164.82,157.14,166.14,-0.797,184.26,T1_HIT,1,4.66
AMAT,short,92,2025-09-22,2025-09-30,192.13,203.24,189.05,1.628,-1021.99,STOP_LOSS,8,-5.78
ABBV,short,81,2025-09-22,2025-10-02,215.77,233.64,215.78,-0.006,-1447.91,STOP_LOSS,10,-8.28
MU,short,74,2025-09-24,2025-10-02,164.82,184.66,166.14,-0.797,-1468.76,STOP_LOSS,8,-12.04
WMT,short,42,2025-09-18,2025-10-03,102.91,100.61,103.4,-0.47,96.63,T1_HIT,15,2.24
NFLX,long,36,2025-10-03,2025-10-09,116.5,121.43,116.25,0.215,177.3,T1_HIT,6,4.23
AMD,short,56,2025-10-07,2025-10-09,214.85,236.3,203.71,5.469,-1201.2,STOP_LOSS,2,-9.98
NVDA,long,55,2025-09-03,2025-10-10,170.83,193.26,170.55,0.166,1233.71,T3_HIT,37,13.13
MCD,long,59,2025-09-19,2025-10-13,296.23,289.25,295.68,0.184,-411.3,TIME_STOP,24,-2.35
HON,long,86,2025-09-22,2025-10-14,202.38,195.27,202.98,-0.296,-611.14,TIME_STOP,22,-3.51
META,long,23,2025-10-02,2025-10-24,720.71,734.88,715.48,0.73,325.98,TIME_STOP,22,1.97
GS,long,6,2025-10-20,2025-10-27,746.03,777.57,739.89,0.83,189.22,T1_HIT,7,4.23
INTC,short,288,2025-10-27,2025-10-29,38.39,41.6,38.28,0.287,-924.48,STOP_LOSS,2,-8.36
MSFT,short,8,2025-10-29,2025-11-03,540.49,515.57,537.65,0.529,199.4,T1_HIT,5,4.61
WMT,short,128,2025-09-18,2025-11-04,102.91,101.28,103.4,-0.47,209.44,POST_T1_STOP,47,1.59
NVDA,short,20,2025-10-30,2025-11-05,204.89,198.52,206.78,-0.915,127.44,T1_HIT,6,3.11
MCD,long,14,2025-11-04,2025-11-06,292.8,298.74,290.99,0.622,83.16,T1_HIT,2,2.03
MS,short,102,2025-10-16,2025-11-07,159.47,159.58,159.04,0.273,-10.72,TIME_STOP,22,-0.07
MSFT,short,8,2025-10-29,2025-11-07,540.49,492.89,537.65,0.529,380.79,T2_HIT,9,8.81
NVDA,short,20,2025-10-30,2025-11-07,204.89,184.66,206.78,-0.915,404.48,T2_HIT,8,9.87
AMZN,short,16,2025-11-04,2025-11-07,250.38,242.9,254.0,-1.425,119.68,T1_HIT,3,2.99
NFLX,long,108,2025-10-03,2025-11-10,116.5,110.67,116.25,0.215,-629.42,POST_T1_STOP,38,-5.0
NVDA,short,38,2025-10-30,2025-11-10,204.89,194.86,206.78,-0.915,381.03,T3_HIT,11,4.89
META,long,24,2025-10-31,2025-11-10,672.76,629.45,664.74,1.207,-1039.38,STOP_LOSS,10,-6.44
MU,short,12,2025-11-07,2025-11-10,233.8,247.72,238.1,-1.805,-167.0,T1_HIT,3,-5.95
XOM,long,89,2025-08-06,2025-11-12,104.29,115.75,103.26,0.996,1019.63,T3_HIT,98,10.99
GS,long,6,2025-10-20,2025-11-12,746.03,802.34,739.89,0.83,337.81,T2_HIT,23,7.55
GE,short,54,2025-10-22,2025-11-13,306.42,308.79,305.45,0.317,-128.03,TIME_STOP,22,-0.77
GS,long,10,2025-10-20,2025-11-14,746.03,784.03,739.89,0.83,379.92,T3_HIT,25,5.09
AMZN,short,16,2025-11-04,2025-11-17,250.38,233.25,254.0,-1.425,274.08,T2_HIT,13,6.84
MU,short,37,2025-11-07,2025-11-18,233.8,235.25,238.1,-1.805,-53.6,STOP_LOSS,11,-0.62
AMZN,short,31,2025-11-04,2025-11-19,250.38,223.74,254.0,-1.425,825.84,T3_HIT,15,10.64
MSFT,short,14,2025-10-29,2025-11-21,540.49,475.48,537.65,0.529,910.13,T3_HIT,23,12.03
GOOGL,short,58,2025-11-18,2025-11-25,287.36,325.57,284.46,1.019,-2216.48,STOP_LOSS,7,-13.3
MS,long,27,2025-11-24,2025-11-26,158.71,164.27,155.61,1.995,150.08,T1_HIT,2,3.5
MRK,short,177,2025-11-24,2025-11-26,96.86,102.22,95.53,1.393,-947.85,STOP_LOSS,2,-5.53
JPM,long,14,2025-11-24,2025-12-01,294.06,308.57,293.85,0.073,203.06,T1_HIT,7,4.93
NKE,long,69,2025-11-19,2025-12-02,61.08,64.44,61.14,-0.101,232.08,T1_HIT,13,5.51
MS,long,27,2025-11-24,2025-12-04,158.71,171.49,155.61,1.995,345.04,T2_HIT,10,8.05
MCD,long,41,2025-11-04,2025-12-08,292.8,308.18,290.99,0.622,630.5,POST_T1_STOP,34,5.25
CSCO,short,220,2025-11-14,2025-12-08,75.48,77.09,76.27,-1.036,-353.45,TIME_STOP,24,-2.13
MS,long,54,2025-11-24,2025-12-08,158.71,174.12,155.61,1.995,831.93,T3_HIT,14,9.71
NVDA,long,17,2025-11-24,2025-12-09,179.26,185.33,178.65,0.342,103.23,T1_HIT,15,3.39
NFLX,long,164,2025-12-05,2025-12-11,98.78,93.9,103.22,-4.301,-800.32,STOP_LOSS,6,-4.94
NKE,long,69,2025-11-19,2025-12-12,61.08,67.12,61.14,-0.101,416.86,T2_HIT,23,9.89
GE,long,15,2025-12-11,2025-12-15,281.0,298.85,282.51,-0.535,267.77,T1_HIT,4,6.35
